NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KIM_WT1_TARGETS_UP	KIM_WT1_TARGETS_UP	Details ...	21	0.5353872	2.250898	0.0	0.0093351025	0.071	319	tags=90%, list=41%, signal=150%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	Details ...	19	0.53004307	2.2440052	0.0	0.009195441	0.074	326	tags=95%, list=42%, signal=160%	
WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	Details ...	20	0.5331321	2.2174432	0.0	0.011743382	0.094	326	tags=95%, list=42%, signal=161%	
BAE_BRCA1_TARGETS_UP	BAE_BRCA1_TARGETS_UP	Details ...	15	0.58569145	2.213716	0.0	0.011582583	0.099	168	tags=73%, list=22%, signal=92%	
DELYS_THYROID_CANCER_UP	DELYS_THYROID_CANCER_UP	Details ...	43	0.41439626	2.2071283	0.0	0.01155338	0.105	141	tags=47%, list=18%, signal=54%	
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	Details ...	30	0.45894057	2.181516	0.0	0.0131088765	0.123	221	tags=63%, list=29%, signal=85%	
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	Details ...	17	0.552452	2.1612577	0.00295858	0.015623575	0.156	155	tags=65%, list=20%, signal=79%	
BURTON_ADIPOGENESIS_8	BURTON_ADIPOGENESIS_8		16	0.5449287	2.149325	0.0	0.016558269	0.173	195	tags=63%, list=25%, signal=82%	
SENESE_HDAC3_TARGETS_UP	SENESE_HDAC3_TARGETS_UP		25	0.4817208	2.1458793	0.0	0.01607336	0.175	338	tags=88%, list=44%, signal=152%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B		44	0.37949592	2.1000793	0.004255319	0.020985028	0.232	121	tags=36%, list=16%, signal=41%	
SMID_BREAST_CANCER_BASAL_UP	SMID_BREAST_CANCER_BASAL_UP		39	0.39135957	2.0999265	0.0	0.020110652	0.232	325	tags=77%, list=42%, signal=126%	
YAMAZAKI_TCEB3_TARGETS_DN	YAMAZAKI_TCEB3_TARGETS_DN		23	0.47452295	2.0918145	0.0	0.020385927	0.24	79	tags=39%, list=10%, signal=42%	
KARLSSON_TGFB1_TARGETS_UP	KARLSSON_TGFB1_TARGETS_UP		17	0.5269144	2.0907736	0.0	0.019952076	0.244	272	tags=88%, list=35%, signal=134%	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA		15	0.562077	2.0856109	0.0026525198	0.020549158	0.257	304	tags=93%, list=40%, signal=151%	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST		39	0.38251784	2.0831642	0.0	0.020215776	0.261	144	tags=41%, list=19%, signal=48%	
DAZARD_UV_RESPONSE_CLUSTER_G1	DAZARD_UV_RESPONSE_CLUSTER_G1		20	0.4856636	2.0753522	0.0	0.020402305	0.272	265	tags=80%, list=34%, signal=119%	
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN	REN_ALVEOLAR_RHABDOMYOSARCOMA_DN		48	0.3670124	2.0731945	0.0	0.019963775	0.276	197	tags=46%, list=26%, signal=58%	
LEE_LIVER_CANCER_SURVIVAL_DN	LEE_LIVER_CANCER_SURVIVAL_DN		31	0.41897815	2.0682678	0.0	0.02009924	0.287	254	tags=65%, list=33%, signal=92%	
DARWICHE_PAPILLOMA_RISK_HIGH_UP	DARWICHE_PAPILLOMA_RISK_HIGH_UP		23	0.46416956	2.0664783	0.0	0.019693827	0.29	122	tags=43%, list=16%, signal=50%	
LI_INDUCED_T_TO_NATURAL_KILLER_UP	LI_INDUCED_T_TO_NATURAL_KILLER_UP		47	0.36635125	2.0632124	0.0	0.01955264	0.296	171	tags=40%, list=22%, signal=49%	
DARWICHE_PAPILLOMA_RISK_LOW_UP	DARWICHE_PAPILLOMA_RISK_LOW_UP		24	0.4448275	2.0594985	0.0034602077	0.019518772	0.304	122	tags=46%, list=16%, signal=53%	
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF		28	0.43240434	2.0578215	0.0	0.019274719	0.308	279	tags=75%, list=36%, signal=113%	
BERENJENO_TRANSFORMED_BY_RHOA_UP	BERENJENO_TRANSFORMED_BY_RHOA_UP		48	0.36949784	2.0361843	0.0	0.022243535	0.349	279	tags=65%, list=36%, signal=95%	
GRUETZMANN_PANCREATIC_CANCER_UP	GRUETZMANN_PANCREATIC_CANCER_UP		47	0.378751	2.0242882	0.0	0.024000691	0.384	140	tags=43%, list=18%, signal=49%	
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP		46	0.3792261	2.0239618	0.0	0.02342118	0.384	148	tags=43%, list=19%, signal=51%	
PECE_MAMMARY_STEM_CELL_UP	PECE_MAMMARY_STEM_CELL_UP		33	0.4029415	2.0237033	0.0	0.022820638	0.384	250	tags=58%, list=33%, signal=82%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP		15	0.5508457	2.0223475	0.0056980057	0.022432717	0.386	190	tags=67%, list=25%, signal=87%	
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN		17	0.50268984	2.0172708	0.0	0.02288833	0.402	334	tags=94%, list=43%, signal=163%	
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP		23	0.45815825	2.009774	0.003236246	0.023047596	0.414	155	tags=57%, list=20%, signal=69%	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP		36	0.37421587	2.009217	0.003649635	0.022647634	0.416	136	tags=42%, list=18%, signal=48%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN		33	0.40845928	2.0082355	0.0	0.022345424	0.418	310	tags=79%, list=40%, signal=126%	
SANA_TNF_SIGNALING_DN	SANA_TNF_SIGNALING_DN		16	0.5025242	2.0040457	0.0	0.022521777	0.426	32	tags=31%, list=4%, signal=32%	
GNATENKO_PLATELET_SIGNATURE	GNATENKO_PLATELET_SIGNATURE		16	0.5215548	1.9934182	0.0	0.024072869	0.456	66	tags=38%, list=9%, signal=40%	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE		21	0.47279322	1.9894171	0.0	0.024551667	0.472	123	tags=48%, list=16%, signal=55%	
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	WP_VEGFAVEGFR2_SIGNALING_PATHWAY		48	0.3598024	1.988709	0.0	0.024188716	0.475	294	tags=65%, list=38%, signal=98%	
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN		29	0.4212918	1.980463	0.0	0.025537666	0.502	196	tags=55%, list=25%, signal=71%	
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP		29	0.40302262	1.9731247	0.0032894737	0.0264832	0.522	318	tags=76%, list=41%, signal=124%	
HELLER_SILENCED_BY_METHYLATION_UP	HELLER_SILENCED_BY_METHYLATION_UP		19	0.48297986	1.9610763	0.0	0.02879307	0.56	72	tags=37%, list=9%, signal=40%	
DELACROIX_RARG_BOUND_MEF	DELACROIX_RARG_BOUND_MEF		30	0.39761052	1.9502885	0.0	0.030389182	0.584	192	tags=53%, list=25%, signal=68%	
REACTOME_CELL_CELL_COMMUNICATION	REACTOME_CELL_CELL_COMMUNICATION		22	0.43910965	1.9450383	0.0065146578	0.03090792	0.594	343	tags=86%, list=45%, signal=151%	
REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_JUNCTION_ORGANIZATION		21	0.44693202	1.9254689	0.006451613	0.035178766	0.647	269	tags=71%, list=35%, signal=107%	
REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RHO_GTPASE_EFFECTORS		26	0.42378208	1.9235011	0.016666668	0.034942966	0.65	258	tags=69%, list=34%, signal=101%	
REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_SIGNALING_BY_RHO_GTPASES		27	0.40661284	1.9221749	0.010714286	0.034612134	0.655	258	tags=67%, list=34%, signal=97%	
CHICAS_RB1_TARGETS_CONFLUENT	CHICAS_RB1_TARGETS_CONFLUENT		52	0.3360053	1.912702	0.0	0.036293056	0.683	150	tags=37%, list=20%, signal=42%	
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP		16	0.4902474	1.8960859	0.0028248588	0.0399473	0.728	111	tags=50%, list=14%, signal=57%	
YAGI_AML_FAB_MARKERS	YAGI_AML_FAB_MARKERS		17	0.4693546	1.8896296	0.012383901	0.04111129	0.748	295	tags=82%, list=38%, signal=131%	
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	WANG_CISPLATIN_RESPONSE_AND_XPC_UP		15	0.48191553	1.8874289	0.0076923077	0.041196458	0.754	148	tags=53%, list=19%, signal=65%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		18	0.45706955	1.8757863	0.008426966	0.043566782	0.778	336	tags=89%, list=44%, signal=154%	
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN		18	0.45855987	1.8693333	0.014285714	0.044661194	0.789	312	tags=89%, list=41%, signal=146%	
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP		21	0.4319215	1.847751	0.0	0.051309813	0.838	68	tags=33%, list=9%, signal=36%	
ONDER_CDH1_TARGETS_2_DN	ONDER_CDH1_TARGETS_2_DN		59	0.32137913	1.8458563	0.0	0.051167198	0.843	148	tags=39%, list=19%, signal=45%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		21	0.43363342	1.8449448	0.009118541	0.0507744	0.845	319	tags=90%, list=41%, signal=150%	
ELVIDGE_HYPOXIA_UP	ELVIDGE_HYPOXIA_UP		26	0.39803654	1.8375707	0.007017544	0.052374914	0.854	67	tags=31%, list=9%, signal=33%	
LU_EZH2_TARGETS_UP	LU_EZH2_TARGETS_UP		29	0.38126194	1.8305957	0.009803922	0.053673413	0.866	111	tags=34%, list=14%, signal=39%	
LU_EZH2_TARGETS_DN	LU_EZH2_TARGETS_DN		19	0.42805254	1.8273913	0.009259259	0.054006476	0.87	355	tags=89%, list=46%, signal=162%	
BASAKI_YBX1_TARGETS_UP	BASAKI_YBX1_TARGETS_UP		26	0.39516062	1.825482	0.006535948	0.05392549	0.876	110	tags=38%, list=14%, signal=43%	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN		38	0.35962024	1.8245692	0.010714286	0.053450648	0.877	325	tags=76%, list=42%, signal=126%	
REACTOME_RRNA_PROCESSING	REACTOME_RRNA_PROCESSING		39	0.35502192	1.8238584	0.007843138	0.052925862	0.877	49	tags=26%, list=6%, signal=26%	
KEGG_RIBOSOME	KEGG_RIBOSOME		36	0.3496372	1.8237045	0.0037453184	0.05223939	0.877	49	tags=25%, list=6%, signal=25%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_		36	0.3496372	1.8224448	0.003816794	0.051731404	0.881	49	tags=25%, list=6%, signal=25%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS		34	0.3692785	1.8203984	0.022222223	0.05185397	0.885	49	tags=26%, list=6%, signal=27%	
WU_CELL_MIGRATION	WU_CELL_MIGRATION		26	0.39155984	1.8168586	0.009836066	0.05231941	0.891	82	tags=35%, list=11%, signal=37%	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP		16	0.4720453	1.8154866	0.017291067	0.05198883	0.894	324	tags=88%, list=42%, signal=148%	
MATSUDA_NATURAL_KILLER_DIFFERENTIATION	MATSUDA_NATURAL_KILLER_DIFFERENTIATION		48	0.32718846	1.8123006	0.004149378	0.052598458	0.903	174	tags=46%, list=23%, signal=56%	
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	FOURNIER_ACINAR_DEVELOPMENT_LATE_2		31	0.36363056	1.8117508	0.007380074	0.05219043	0.904	121	tags=39%, list=16%, signal=44%	
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP		46	0.32268745	1.800355	0.0046948357	0.055614464	0.917	85	tags=30%, list=11%, signal=32%	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY		38	0.34935793	1.7988187	0.0	0.055389915	0.92	219	tags=53%, list=28%, signal=70%	
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN		88	0.27106082	1.7974991	0.0066225166	0.05520308	0.92	329	tags=65%, list=43%, signal=100%	
QI_PLASMACYTOMA_UP	QI_PLASMACYTOMA_UP		25	0.39229378	1.7911382	0.013468013	0.056954946	0.927	155	tags=48%, list=20%, signal=58%	
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF		21	0.41208884	1.7769285	0.0	0.061611284	0.945	241	tags=67%, list=31%, signal=94%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION		38	0.33152267	1.7762976	0.011811024	0.06104661	0.945	49	tags=24%, list=6%, signal=24%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		18	0.42798585	1.7714201	0.022160664	0.062269405	0.953	269	tags=72%, list=35%, signal=108%	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP		15	0.45727363	1.7692922	0.0147929	0.06221525	0.954	155	tags=67%, list=20%, signal=82%	
LI_AMPLIFIED_IN_LUNG_CANCER	LI_AMPLIFIED_IN_LUNG_CANCER		42	0.32845935	1.7437831	0.007874016	0.07151602	0.972	164	tags=52%, list=21%, signal=63%	
MOHANKUMAR_HOXA1_TARGETS_DN	MOHANKUMAR_HOXA1_TARGETS_DN		19	0.42029643	1.743404	0.018691588	0.07076372	0.972	69	tags=42%, list=9%, signal=45%	
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM		37	0.33983967	1.7334322	0.003984064	0.074621275	0.98	219	tags=51%, list=28%, signal=68%	
DAZARD_RESPONSE_TO_UV_SCC_UP	DAZARD_RESPONSE_TO_UV_SCC_UP		17	0.42685735	1.7272915	0.03154574	0.076841556	0.981	134	tags=53%, list=17%, signal=63%	
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN		15	0.4478341	1.7244897	0.01344086	0.077174746	0.982	155	tags=60%, list=20%, signal=74%	
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP		63	0.2812278	1.7210069	0.011049724	0.07816364	0.983	240	tags=56%, list=31%, signal=74%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13		39	0.33771747	1.7156616	0.031007752	0.07976518	0.985	131	tags=33%, list=17%, signal=38%	
LIU_PROSTATE_CANCER_DN	LIU_PROSTATE_CANCER_DN		32	0.35211748	1.7119862	0.0070422534	0.08095417	0.985	89	tags=31%, list=12%, signal=34%	
HOEBEKE_LYMPHOID_STEM_CELL_DN	HOEBEKE_LYMPHOID_STEM_CELL_DN		16	0.4226918	1.6959513	0.035714287	0.087861426	0.988	169	tags=44%, list=22%, signal=55%	
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION		40	0.32138953	1.695432	0.032388665	0.08719474	0.989	49	tags=23%, list=6%, signal=23%	
GENTILE_UV_HIGH_DOSE_DN	GENTILE_UV_HIGH_DOSE_DN		18	0.41179606	1.6886579	0.028089888	0.09020008	0.99	325	tags=83%, list=42%, signal=141%	
GOLDRATH_ANTIGEN_RESPONSE	GOLDRATH_ANTIGEN_RESPONSE		50	0.28968439	1.6884078	0.008928572	0.08939793	0.99	68	tags=22%, list=9%, signal=23%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	RASHI_RESPONSE_TO_IONIZING_RADIATION_2		18	0.41135183	1.6852907	0.03254438	0.090184085	0.993	196	tags=50%, list=25%, signal=66%	
DARWICHE_SKIN_TUMOR_PROMOTER_DN	DARWICHE_SKIN_TUMOR_PROMOTER_DN		20	0.40263286	1.6750122	0.02866242	0.09469436	0.995	110	tags=35%, list=14%, signal=40%	
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		79	0.2662717	1.6691718	0.0	0.09643816	0.995	154	tags=35%, list=20%, signal=40%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN		48	0.29881963	1.6652564	0.0	0.097419165	0.995	238	tags=54%, list=31%, signal=74%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		35	0.3363401	1.6623392	0.03041825	0.09840599	0.995	293	tags=66%, list=38%, signal=101%	
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN		15	0.44949022	1.6599252	0.039156627	0.09864356	0.995	329	tags=87%, list=43%, signal=149%	
MITSIADES_RESPONSE_TO_APLIDIN_DN	MITSIADES_RESPONSE_TO_APLIDIN_DN		17	0.42309567	1.6598469	0.037900876	0.097756974	0.995	336	tags=88%, list=44%, signal=153%	
WANG_TUMOR_INVASIVENESS_UP	WANG_TUMOR_INVASIVENESS_UP		65	0.2718285	1.6590083	0.009433962	0.097510725	0.995	235	tags=46%, list=31%, signal=61%	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	VERHAAK_GLIOBLASTOMA_MESENCHYMAL		23	0.3802856	1.6556507	0.027272727	0.098399386	0.997	59	tags=22%, list=8%, signal=23%	
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3		53	0.28419057	1.6525711	0.012875536	0.09892421	0.997	278	tags=57%, list=36%, signal=83%	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP		30	0.32721356	1.6394507	0.029315962	0.105643876	0.998	69	tags=27%, list=9%, signal=28%	
ZHENG_BOUND_BY_FOXP3	ZHENG_BOUND_BY_FOXP3		23	0.35730845	1.618791	0.054054055	0.11792481	0.999	204	tags=61%, list=27%, signal=80%	
SWEET_LUNG_CANCER_KRAS_UP	SWEET_LUNG_CANCER_KRAS_UP		94	0.24771962	1.6186086	0.0	0.11702767	0.999	158	tags=36%, list=21%, signal=40%	
WONG_ADULT_TISSUE_STEM_MODULE	WONG_ADULT_TISSUE_STEM_MODULE		64	0.27013156	1.608871	0.025773196	0.12212304	0.999	220	tags=44%, list=29%, signal=56%	
FISCHER_DREAM_TARGETS	FISCHER_DREAM_TARGETS		28	0.33658782	1.6066281	0.039007094	0.12242253	0.999	234	tags=61%, list=30%, signal=84%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		21	0.3729164	1.6060416	0.03508772	0.12170678	0.999	324	tags=76%, list=42%, signal=128%	
HSIAO_HOUSEKEEPING_GENES	HSIAO_HOUSEKEEPING_GENES		112	0.23241489	1.6049681	0.016	0.12136017	0.999	49	tags=15%, list=6%, signal=14%	
ONKEN_UVEAL_MELANOMA_UP	ONKEN_UVEAL_MELANOMA_UP		62	0.265844	1.5966886	0.015	0.1260753	1.0	142	tags=31%, list=18%, signal=35%	
DOANE_RESPONSE_TO_ANDROGEN_UP	DOANE_RESPONSE_TO_ANDROGEN_UP		15	0.42210707	1.5965879	0.04507042	0.12503038	1.0	68	tags=33%, list=9%, signal=36%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		45	0.2913289	1.5877502	0.020325202	0.129406	1.0	219	tags=47%, list=28%, signal=61%	
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP		23	0.36430728	1.5873784	0.051903114	0.12855667	1.0	122	tags=43%, list=16%, signal=50%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2		28	0.3400656	1.5860949	0.016949153	0.1284035	1.0	141	tags=43%, list=18%, signal=51%	
JOHNSTONE_PARVB_TARGETS_3_UP	JOHNSTONE_PARVB_TARGETS_3_UP		54	0.2815876	1.5825346	0.04040404	0.12979884	1.0	164	tags=35%, list=21%, signal=42%	
REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_DEVELOPMENTAL_BIOLOGY		92	0.2490915	1.5808941	0.0	0.12979662	1.0	302	tags=59%, list=39%, signal=85%	
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP		31	0.33010402	1.5788103	0.045801528	0.13012981	1.0	173	tags=42%, list=22%, signal=52%	
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP		39	0.3044023	1.5761398	0.060606062	0.13087177	1.0	339	tags=67%, list=44%, signal=113%	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		43	0.29438874	1.5670582	0.03717472	0.1361775	1.0	49	tags=21%, list=6%, signal=21%	
GOZGIT_ESR1_TARGETS_DN	GOZGIT_ESR1_TARGETS_DN		53	0.2659855	1.5653801	0.018957347	0.13626654	1.0	65	tags=23%, list=8%, signal=23%	
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP		20	0.3803254	1.5635207	0.043887146	0.13627966	1.0	90	tags=35%, list=12%, signal=39%	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP		43	0.29085973	1.5626494	0.016736401	0.13596122	1.0	164	tags=37%, list=21%, signal=45%	
DAZARD_RESPONSE_TO_UV_NHEK_UP	DAZARD_RESPONSE_TO_UV_NHEK_UP		38	0.2907258	1.5533667	0.029411765	0.1413514	1.0	189	tags=45%, list=25%, signal=56%	
