NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_SECRETION	GO_SECRETION		71	-0.33250087	-1.3121489	0.17130144	0.9570649	1.0	79	tags=30%, list=19%, signal=30%	
GO_HOMEOSTATIC_PROCESS	GO_HOMEOSTATIC_PROCESS		77	-0.33041897	-1.3118787	0.16049382	0.92710143	1.0	68	tags=22%, list=16%, signal=22%	
GO_GLYCOPROTEIN_METABOLIC_PROCESS	GO_GLYCOPROTEIN_METABOLIC_PROCESS		16	-0.44221082	-1.2964526	0.22290076	0.95026135	1.0	108	tags=50%, list=26%, signal=65%	
GO_REGULATION_OF_HYDROLASE_ACTIVITY	GO_REGULATION_OF_HYDROLASE_ACTIVITY		51	-0.33891562	-1.2683088	0.21462265	1.0	1.0	62	tags=27%, list=15%, signal=28%	
GO_SIGNAL_RELEASE	GO_SIGNAL_RELEASE		20	-0.40604246	-1.2512877	0.23994039	1.0	1.0	20	tags=15%, list=5%, signal=15%	
GO_REGULATION_OF_SECRETION	GO_REGULATION_OF_SECRETION		25	-0.38350612	-1.2428675	0.24966443	1.0	1.0	20	tags=12%, list=5%, signal=12%	
GO_POSITIVE_REGULATION_OF_SECRETION	GO_POSITIVE_REGULATION_OF_SECRETION		19	-0.4186688	-1.2385806	0.25557205	1.0	1.0	11	tags=11%, list=3%, signal=10%	
GO_ANION_TRANSPORT	GO_ANION_TRANSPORT		25	-0.38545552	-1.2356474	0.2506887	1.0	1.0	46	tags=24%, list=11%, signal=25%	
GO_CHEMICAL_HOMEOSTASIS	GO_CHEMICAL_HOMEOSTASIS		39	-0.34496248	-1.2327572	0.24238579	0.9931452	1.0	68	tags=28%, list=16%, signal=31%	
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS		30	-0.3672083	-1.2243303	0.2749004	0.9932628	1.0	44	tags=20%, list=11%, signal=21%	
GO_LIPID_LOCALIZATION	GO_LIPID_LOCALIZATION		19	-0.41136315	-1.2180865	0.25958702	0.98785096	1.0	44	tags=26%, list=11%, signal=28%	
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		50	-0.32181117	-1.199771	0.27240142	1.0	1.0	79	tags=34%, list=19%, signal=37%	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS		20	-0.38125888	-1.1703454	0.32673267	1.0	1.0	34	tags=15%, list=8%, signal=16%	
GO_GLYCEROLIPID_METABOLIC_PROCESS	GO_GLYCEROLIPID_METABOLIC_PROCESS		16	-0.4046756	-1.1675403	0.33131617	1.0	1.0	44	tags=25%, list=11%, signal=27%	
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION		18	-0.39666292	-1.1673356	0.31911764	1.0	1.0	120	tags=61%, list=29%, signal=82%	
GO_REGULATION_OF_LIPID_METABOLIC_PROCESS	GO_REGULATION_OF_LIPID_METABOLIC_PROCESS		16	-0.41407132	-1.1647391	0.35080057	1.0	1.0	78	tags=38%, list=19%, signal=44%	
GO_TUBE_DEVELOPMENT	GO_TUBE_DEVELOPMENT		32	-0.33754432	-1.151653	0.33333334	1.0	1.0	48	tags=22%, list=11%, signal=23%	
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS		15	-0.4041622	-1.1432482	0.3906977	1.0	1.0	34	tags=13%, list=8%, signal=14%	
GO_POSITIVE_REGULATION_OF_CELL_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_ADHESION		18	-0.38671857	-1.1309347	0.36752138	1.0	1.0	91	tags=44%, list=22%, signal=54%	
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE		18	-0.38137257	-1.1218492	0.37463978	1.0	1.0	46	tags=22%, list=11%, signal=24%	
GO_DEVELOPMENTAL_GROWTH	GO_DEVELOPMENTAL_GROWTH		15	-0.3874371	-1.1100591	0.37871674	1.0	1.0	14	tags=13%, list=3%, signal=13%	
GO_REGULATION_OF_RESPONSE_TO_STRESS	GO_REGULATION_OF_RESPONSE_TO_STRESS		51	-0.29696137	-1.1072202	0.36255923	1.0	1.0	19	tags=8%, list=5%, signal=7%	
GO_MULTICELLULAR_ORGANISM_REPRODUCTION	GO_MULTICELLULAR_ORGANISM_REPRODUCTION		17	-0.3691759	-1.0886219	0.41916168	1.0	1.0	68	tags=35%, list=16%, signal=40%	
GO_REGULATION_OF_PEPTIDE_SECRETION	GO_REGULATION_OF_PEPTIDE_SECRETION		18	-0.35994154	-1.0832512	0.40402478	1.0	1.0	20	tags=11%, list=5%, signal=11%	
GO_CYTOKINE_PRODUCTION	GO_CYTOKINE_PRODUCTION		31	-0.3221286	-1.0781382	0.39517152	1.0	1.0	78	tags=29%, list=19%, signal=33%	
GO_REGULATION_OF_BODY_FLUID_LEVELS	GO_REGULATION_OF_BODY_FLUID_LEVELS		28	-0.32637894	-1.0737724	0.39027596	1.0	1.0	8	tags=7%, list=2%, signal=7%	
GO_REGULATION_OF_GROWTH	GO_REGULATION_OF_GROWTH		15	-0.37288678	-1.071573	0.4159159	1.0	1.0	22	tags=13%, list=5%, signal=14%	
GO_EMBRYO_DEVELOPMENT	GO_EMBRYO_DEVELOPMENT		19	-0.34966612	-1.0680319	0.41219157	1.0	1.0	61	tags=32%, list=15%, signal=35%	
GO_GROWTH	GO_GROWTH		23	-0.33750954	-1.0677422	0.4117647	1.0	1.0	22	tags=13%, list=5%, signal=13%	
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		32	-0.30407426	-1.0491765	0.42112124	1.0	1.0	36	tags=19%, list=9%, signal=19%	
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	GO_DIVALENT_INORGANIC_CATION_TRANSPORT		16	-0.3695912	-1.0468832	0.4348485	1.0	1.0	49	tags=31%, list=12%, signal=34%	
GO_HEAD_DEVELOPMENT	GO_HEAD_DEVELOPMENT		22	-0.32785815	-1.0386417	0.43916085	1.0	1.0	114	tags=45%, list=27%, signal=59%	
GO_ORGANIC_ANION_TRANSPORT	GO_ORGANIC_ANION_TRANSPORT		18	-0.34973052	-1.0217133	0.4694486	1.0	1.0	125	tags=56%, list=30%, signal=76%	
GO_CELL_CELL_SIGNALING	GO_CELL_CELL_SIGNALING		41	-0.2836486	-1.008442	0.47310513	1.0	1.0	66	tags=24%, list=16%, signal=26%	
GO_RESPONSE_TO_DRUG	GO_RESPONSE_TO_DRUG		24	-0.3206332	-1.0024427	0.47790056	1.0	1.0	3	tags=4%, list=1%, signal=4%	
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	GO_PEPTIDYL_AMINO_ACID_MODIFICATION		24	-0.31156626	-0.9991609	0.47178003	1.0	1.0	102	tags=42%, list=24%, signal=52%	
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		44	-0.26764253	-0.9952617	0.48415717	1.0	1.0	46	tags=18%, list=11%, signal=18%	
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION		24	-0.31169778	-0.99176425	0.48179272	1.0	1.0	114	tags=50%, list=27%, signal=65%	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		29	-0.2935983	-0.9768026	0.49074075	1.0	1.0	78	tags=28%, list=19%, signal=32%	
GO_METAL_ION_TRANSPORT	GO_METAL_ION_TRANSPORT		25	-0.30524138	-0.9643772	0.5111732	1.0	1.0	55	tags=28%, list=13%, signal=30%	
GO_INNATE_IMMUNE_RESPONSE	GO_INNATE_IMMUNE_RESPONSE		35	-0.2794834	-0.96256965	0.51450187	1.0	1.0	20	tags=9%, list=5%, signal=8%	
GO_RESPONSE_TO_ABIOTIC_STIMULUS	GO_RESPONSE_TO_ABIOTIC_STIMULUS		42	-0.2694942	-0.95857096	0.5340768	1.0	1.0	32	tags=12%, list=8%, signal=12%	
GO_RESPONSE_TO_OXYGEN_LEVELS	GO_RESPONSE_TO_OXYGEN_LEVELS		17	-0.32792163	-0.95855206	0.5079595	1.0	1.0	113	tags=47%, list=27%, signal=62%	
GO_POSITIVE_REGULATION_OF_SIGNALING	GO_POSITIVE_REGULATION_OF_SIGNALING		54	-0.24911472	-0.9468715	0.5378347	1.0	1.0	20	tags=7%, list=5%, signal=7%	
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	GO_POSITIVE_REGULATION_OF_PROTEOLYSIS		18	-0.32076788	-0.9424635	0.53079176	1.0	1.0	33	tags=17%, list=8%, signal=17%	
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		56	-0.24857834	-0.9410043	0.5610329	1.0	1.0	80	tags=30%, list=19%, signal=33%	
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		46	-0.25465944	-0.93706065	0.5324519	1.0	1.0	87	tags=33%, list=21%, signal=37%	
GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS		29	-0.2822347	-0.93633455	0.54327565	1.0	1.0	50	tags=21%, list=12%, signal=22%	
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY		56	-0.24259162	-0.9260142	0.5670588	1.0	1.0	64	tags=25%, list=15%, signal=26%	
GO_REPRODUCTION	GO_REPRODUCTION		36	-0.2608393	-0.9223197	0.5549806	1.0	1.0	76	tags=28%, list=18%, signal=31%	
GO_PEPTIDE_SECRETION	GO_PEPTIDE_SECRETION		22	-0.29867882	-0.912566	0.554785	1.0	1.0	78	tags=27%, list=19%, signal=32%	
GO_ION_HOMEOSTASIS	GO_ION_HOMEOSTASIS		27	-0.27996665	-0.9064283	0.55925435	1.0	1.0	50	tags=22%, list=12%, signal=24%	
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE		16	-0.30475345	-0.9038149	0.5530303	1.0	1.0	111	tags=50%, list=27%, signal=65%	
GO_LIPID_METABOLIC_PROCESS	GO_LIPID_METABOLIC_PROCESS		48	-0.23996165	-0.8912909	0.59063625	1.0	1.0	44	tags=15%, list=11%, signal=14%	
GO_REGULATION_OF_PHOSPHORYLATION	GO_REGULATION_OF_PHOSPHORYLATION		48	-0.2480757	-0.88662094	0.60023725	1.0	1.0	80	tags=29%, list=19%, signal=32%	
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		22	-0.2977063	-0.8852365	0.60500693	1.0	1.0	120	tags=55%, list=29%, signal=72%	
GO_SEXUAL_REPRODUCTION	GO_SEXUAL_REPRODUCTION		17	-0.29694277	-0.88500136	0.5615051	0.99998707	1.0	68	tags=29%, list=16%, signal=34%	
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN		15	-0.31659138	-0.88315934	0.5974843	0.99142724	1.0	8	tags=7%, list=2%, signal=7%	
GO_REGULATION_OF_TRANSPORT	GO_REGULATION_OF_TRANSPORT		62	-0.22147878	-0.87889284	0.62529004	0.98739773	1.0	28	tags=10%, list=7%, signal=9%	
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT		24	-0.27378282	-0.8776863	0.61155915	0.9784143	1.0	61	tags=21%, list=15%, signal=23%	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS		27	-0.2660099	-0.86517125	0.63903743	0.9874403	1.0	19	tags=7%, list=5%, signal=7%	
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY		26	-0.2647116	-0.8534794	0.6328767	0.9955183	1.0	62	tags=27%, list=15%, signal=30%	
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		25	-0.2629917	-0.85321695	0.6263889	0.98511374	1.0	131	tags=52%, list=31%, signal=71%	
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS		53	-0.224505	-0.84306926	0.6465116	0.9902419	1.0	53	tags=21%, list=13%, signal=21%	
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		30	-0.2491868	-0.8426659	0.6456376	0.98036736	1.0	20	tags=10%, list=5%, signal=10%	
GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION		68	-0.21405019	-0.83720905	0.6606539	0.97856635	1.0	64	tags=24%, list=15%, signal=23%	
GO_REGULATION_OF_PEPTIDE_TRANSPORT	GO_REGULATION_OF_PEPTIDE_TRANSPORT		28	-0.2533481	-0.830578	0.64363146	0.9782854	1.0	20	tags=7%, list=5%, signal=7%	
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		54	-0.22474183	-0.8219186	0.6734207	0.98105186	1.0	81	tags=26%, list=19%, signal=28%	
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II		18	-0.276065	-0.8192342	0.6251788	0.97506344	1.0	113	tags=50%, list=27%, signal=66%	
GO_REGULATION_OF_CATABOLIC_PROCESS	GO_REGULATION_OF_CATABOLIC_PROCESS		33	-0.24092717	-0.8183443	0.6763158	0.9666122	1.0	28	tags=9%, list=7%, signal=9%	
GO_NEURON_DEATH	GO_NEURON_DEATH		17	-0.27192223	-0.8100738	0.66015035	0.96944994	1.0	20	tags=12%, list=5%, signal=12%	
GO_CELLULAR_LIPID_METABOLIC_PROCESS	GO_CELLULAR_LIPID_METABOLIC_PROCESS		36	-0.23104443	-0.8012126	0.68134713	0.9725949	1.0	44	tags=17%, list=11%, signal=17%	
GO_REGULATION_OF_IMMUNE_RESPONSE	GO_REGULATION_OF_IMMUNE_RESPONSE		31	-0.23428293	-0.79620284	0.6684421	0.9703624	1.0	78	tags=26%, list=19%, signal=29%	
GO_REGULATION_OF_MAPK_CASCADE	GO_REGULATION_OF_MAPK_CASCADE		18	-0.27100956	-0.7933843	0.65178573	0.96491736	1.0	113	tags=50%, list=27%, signal=66%	
GO_CELLULAR_HOMEOSTASIS	GO_CELLULAR_HOMEOSTASIS		41	-0.22300799	-0.7929099	0.70566505	0.9562854	1.0	68	tags=22%, list=16%, signal=24%	
GO_REGULATION_OF_CELL_ADHESION	GO_REGULATION_OF_CELL_ADHESION		26	-0.2401793	-0.7900746	0.6974565	0.95092654	1.0	91	tags=35%, list=22%, signal=41%	
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		46	-0.2154099	-0.78993636	0.6760895	0.94216365	1.0	80	tags=24%, list=19%, signal=26%	
GO_REGULATION_OF_ION_TRANSPORT	GO_REGULATION_OF_ION_TRANSPORT		23	-0.24877325	-0.7777913	0.69448376	0.9499625	1.0	49	tags=22%, list=12%, signal=23%	
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE		23	-0.2559047	-0.77361226	0.70395637	0.9464145	1.0	5	tags=4%, list=1%, signal=4%	
GO_NEGATIVE_REGULATION_OF_CELL_DEATH	GO_NEGATIVE_REGULATION_OF_CELL_DEATH		47	-0.20775577	-0.768581	0.71274036	0.94429004	1.0	26	tags=9%, list=6%, signal=8%	
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS		30	-0.22690298	-0.7680416	0.73214287	0.9364543	1.0	34	tags=10%, list=8%, signal=10%	
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY		34	-0.22019508	-0.7603745	0.72179484	0.9373714	1.0	30	tags=12%, list=7%, signal=12%	
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS		31	-0.22608875	-0.7600002	0.734748	0.92947966	1.0	5	tags=3%, list=1%, signal=3%	
GO_ION_TRANSPORT	GO_ION_TRANSPORT		65	-0.19419508	-0.75884986	0.76141554	0.9227821	1.0	55	tags=17%, list=13%, signal=16%	
GO_NEURON_DEVELOPMENT	GO_NEURON_DEVELOPMENT		33	-0.22289217	-0.7515161	0.75126904	0.924027	1.0	127	tags=48%, list=30%, signal=64%	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY		19	-0.24489985	-0.74069273	0.715959	0.92948365	1.0	8	tags=5%, list=2%, signal=5%	
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT		15	-0.26049274	-0.7403247	0.72019076	0.9218735	1.0	98	tags=47%, list=23%, signal=59%	
GO_REGULATION_OF_NEURON_DIFFERENTIATION	GO_REGULATION_OF_NEURON_DIFFERENTIATION		16	-0.2508231	-0.73225415	0.70597243	0.92386645	1.0	114	tags=50%, list=27%, signal=66%	
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS		15	-0.25610065	-0.7215653	0.72	0.9285276	1.0	129	tags=47%, list=31%, signal=65%	
GO_NEURON_DIFFERENTIATION	GO_NEURON_DIFFERENTIATION		37	-0.2047166	-0.7171622	0.7668329	0.9257922	1.0	127	tags=46%, list=30%, signal=60%	
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS		45	-0.19318889	-0.7079382	0.78895706	0.9285009	1.0	19	tags=4%, list=5%, signal=4%	
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		20	-0.22801648	-0.70196515	0.71947676	0.9274868	1.0	79	tags=35%, list=19%, signal=41%	
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		51	-0.1878365	-0.7009905	0.81411767	0.9209897	1.0	50	tags=16%, list=12%, signal=16%	
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION		21	-0.21970737	-0.69064474	0.7724719	0.92484325	1.0	68	tags=24%, list=16%, signal=27%	
GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION	GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION		22	-0.21473074	-0.6816179	0.7782546	0.92726284	1.0	113	tags=45%, list=27%, signal=59%	
GO_RESPONSE_TO_RADIATION	GO_RESPONSE_TO_RADIATION		16	-0.23415336	-0.67825603	0.76117104	0.9233935	1.0	11	tags=6%, list=3%, signal=6%	
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS		32	-0.1994049	-0.66933423	0.81733334	0.9253598	1.0	189	tags=63%, list=45%, signal=105%	
