NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	Details ...	111	0.7885473	4.393221	0.0	0.0	0.0	164	tags=71%, list=13%, signal=75%	
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Details ...	126	0.7647525	4.329363	0.0	0.0	0.0	215	tags=71%, list=17%, signal=77%	
GO_VIRAL_LIFE_CYCLE	GO_VIRAL_LIFE_CYCLE	Details ...	109	0.7622311	4.297585	0.0	0.0	0.0	128	tags=67%, list=10%, signal=68%	
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	Details ...	105	0.7720063	4.2682176	0.0	0.0	0.0	128	tags=69%, list=10%, signal=70%	
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	Details ...	127	0.7414041	4.2523394	0.0	0.0	0.0	164	tags=62%, list=13%, signal=64%	
GO_RNA_PROCESSING	GO_RNA_PROCESSING	Details ...	165	0.70571816	4.216625	0.0	0.0	0.0	322	tags=74%, list=25%, signal=86%	
GO_MRNA_METABOLIC_PROCESS	GO_MRNA_METABOLIC_PROCESS	Details ...	157	0.7044672	4.131503	0.0	0.0	0.0	300	tags=72%, list=24%, signal=83%	
GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_INTRACELLULAR_PROTEIN_TRANSPORT		154	0.6850812	4.042634	0.0	0.0	0.0	164	tags=55%, list=13%, signal=55%	
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS		125	0.6987574	4.026846	0.0	0.0	0.0	128	tags=58%, list=10%, signal=59%	
GO_MEMBRANE_ORGANIZATION	GO_MEMBRANE_ORGANIZATION		152	0.6608225	3.9683347	0.0	0.0	0.0	160	tags=53%, list=13%, signal=53%	
GO_AMIDE_BIOSYNTHETIC_PROCESS	GO_AMIDE_BIOSYNTHETIC_PROCESS		149	0.67561394	3.943779	0.0	0.0	0.0	128	tags=51%, list=10%, signal=50%	
GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS		160	0.6696791	3.9339945	0.0	0.0	0.0	227	tags=62%, list=18%, signal=66%	
GO_SINGLE_ORGANISM_CELLULAR_LOCALIZATION	GO_SINGLE_ORGANISM_CELLULAR_LOCALIZATION		150	0.6656144	3.9002998	0.0	0.0	0.0	164	tags=55%, list=13%, signal=55%	
GO_MACROMOLECULE_CATABOLIC_PROCESS	GO_MACROMOLECULE_CATABOLIC_PROCESS		160	0.6167923	3.6802561	0.0	0.0	0.0	163	tags=49%, list=13%, signal=49%	
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_CELLULAR_MACROMOLECULE_LOCALIZATION		187	0.59367883	3.6571653	0.0	0.0	0.0	164	tags=45%, list=13%, signal=44%	
GO_PEPTIDE_METABOLIC_PROCESS	GO_PEPTIDE_METABOLIC_PROCESS		162	0.61334455	3.637706	0.0	0.0	0.0	128	tags=48%, list=10%, signal=47%	
GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL		227	0.5727315	3.6191683	0.0	0.0	0.0	164	tags=41%, list=13%, signal=39%	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		202	0.57978594	3.6008346	0.0	0.0	0.0	164	tags=44%, list=13%, signal=43%	
GO_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_CELLULAR_AMIDE_METABOLIC_PROCESS		178	0.57829905	3.5290112	0.0	0.0	0.0	128	tags=44%, list=10%, signal=42%	
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS		196	0.5525539	3.37982	0.0	0.0	0.0	128	tags=40%, list=10%, signal=38%	
GO_PROTEIN_LOCALIZATION	GO_PROTEIN_LOCALIZATION		230	0.5285222	3.345268	0.0	0.0	0.0	128	tags=36%, list=10%, signal=33%	
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION		47	0.6607839	3.0601294	0.0	0.0	0.0	215	tags=62%, list=17%, signal=72%	
GO_RIBOSOME_ASSEMBLY	GO_RIBOSOME_ASSEMBLY		22	0.8093766	3.0566082	0.0	0.0	0.0	121	tags=77%, list=10%, signal=84%	
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		19	0.8359278	3.037232	0.0	0.0	0.0	122	tags=84%, list=10%, signal=92%	
GO_CYTOPLASMIC_TRANSLATION	GO_CYTOPLASMIC_TRANSLATION		26	0.7319283	2.887922	0.0	0.0	0.0	195	tags=69%, list=15%, signal=80%	
GO_ORGANELLE_ASSEMBLY	GO_ORGANELLE_ASSEMBLY		46	0.60333955	2.8630414	0.0	0.0	0.0	179	tags=54%, list=14%, signal=61%	
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		17	0.8250808	2.8358881	0.0	0.0	0.0	119	tags=76%, list=9%, signal=83%	
GO_MRNA_PROCESSING	GO_MRNA_PROCESSING		70	0.5170005	2.6886907	0.0	0.0	0.0	470	tags=77%, list=37%, signal=116%	
GO_CELLULAR_MACROMOLECULAR_COMPLEX_ASSEMBLY	GO_CELLULAR_MACROMOLECULAR_COMPLEX_ASSEMBLY		98	0.48079738	2.673616	0.0	0.0	0.0	241	tags=45%, list=19%, signal=51%	
GO_RNA_SPLICING	GO_RNA_SPLICING		68	0.5229915	2.6307738	0.0	0.0	0.0	470	tags=78%, list=37%, signal=117%	
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		61	0.53643703	2.5994844	0.0	0.0	0.0	470	tags=80%, list=37%, signal=121%	
GO_CELLULAR_CATABOLIC_PROCESS	GO_CELLULAR_CATABOLIC_PROCESS		227	0.40438405	2.556266	0.0	0.0	0.0	128	tags=32%, list=10%, signal=29%	
GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS	GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS		288	0.38461253	2.5110698	0.0	2.3232204E-5	0.001	128	tags=28%, list=10%, signal=24%	
GO_CATABOLIC_PROCESS	GO_CATABOLIC_PROCESS		268	0.36170578	2.3315604	0.0	1.7846408E-4	0.008	163	tags=31%, list=13%, signal=28%	
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION		83	0.40182254	2.1421204	0.0	0.0015282503	0.068	584	tags=78%, list=46%, signal=135%	
GO_NUCLEAR_TRANSPORT	GO_NUCLEAR_TRANSPORT		58	0.43223223	2.130456	0.0	0.00192977	0.085	218	tags=38%, list=17%, signal=44%	
GO_RNA_LOCALIZATION	GO_RNA_LOCALIZATION		30	0.5063666	2.1173024	0.0	0.002120474	0.094	432	tags=70%, list=34%, signal=104%	
GO_CHROMOSOME_ORGANIZATION	GO_CHROMOSOME_ORGANIZATION		68	0.41421327	2.117233	0.0	0.0020788962	0.094	651	tags=87%, list=51%, signal=168%	
GO_NUCLEAR_EXPORT	GO_NUCLEAR_EXPORT		25	0.5097877	2.0663733	0.0	0.0039556962	0.174	432	tags=68%, list=34%, signal=101%	
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		60	0.41207102	2.048602	0.0	0.004739586	0.212	541	tags=75%, list=43%, signal=124%	
GO_DNA_METABOLIC_PROCESS	GO_DNA_METABOLIC_PROCESS		63	0.40647134	2.0383189	0.0022779044	0.005182302	0.23	291	tags=41%, list=23%, signal=51%	
GO_TRANSLATIONAL_ELONGATION	GO_TRANSLATIONAL_ELONGATION		22	0.5274665	2.030558	0.0022421526	0.0055718105	0.251	423	tags=73%, list=33%, signal=107%	
GO_CHROMATIN_ORGANIZATION	GO_CHROMATIN_ORGANIZATION		44	0.42982465	1.9836715	0.004640371	0.008638413	0.366	664	tags=91%, list=52%, signal=184%	
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		25	0.48569348	1.9260114	0.0020533882	0.015252157	0.565	330	tags=56%, list=26%, signal=74%	
GO_REGULATION_OF_TRANSLATIONAL_INITIATION	GO_REGULATION_OF_TRANSLATIONAL_INITIATION		18	0.54748607	1.9162527	0.0021505377	0.016302558	0.589	584	tags=100%, list=46%, signal=182%	
GO_DNA_CONFORMATION_CHANGE	GO_DNA_CONFORMATION_CHANGE		28	0.46943802	1.9125696	0.004237288	0.016577126	0.6	587	tags=89%, list=46%, signal=162%	
GO_NUCLEAR_IMPORT	GO_NUCLEAR_IMPORT		24	0.4883107	1.9109373	0.0063829785	0.01651255	0.605	208	tags=50%, list=16%, signal=59%	
GO_DNA_PACKAGING	GO_DNA_PACKAGING		16	0.54865456	1.8848437	0.0021321962	0.020617371	0.689	230	tags=50%, list=18%, signal=60%	
GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION		23	0.49101633	1.8829257	0.0020876827	0.020661118	0.695	449	tags=74%, list=35%, signal=112%	
GO_GLIOGENESIS	GO_GLIOGENESIS		18	0.5211116	1.8565044	0.010683761	0.025281154	0.772	376	tags=67%, list=30%, signal=93%	
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY		17	0.52290386	1.8198062	0.014925373	0.033782404	0.861	579	tags=94%, list=46%, signal=171%	
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS	GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS		19	0.49282053	1.8138294	0.012847966	0.034892835	0.87	121	tags=37%, list=10%, signal=40%	
GO_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION	GO_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION		22	0.4749488	1.8114775	0.0042283298	0.03499312	0.874	532	tags=77%, list=42%, signal=131%	
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS		19	0.4873378	1.7987231	0.0140280565	0.03788528	0.895	385	tags=63%, list=30%, signal=89%	
GO_CHROMATIN_MODIFICATION	GO_CHROMATIN_MODIFICATION		37	0.40562847	1.7887218	0.008602151	0.04042608	0.91	687	tags=92%, list=54%, signal=194%	
GO_DNA_REPAIR	GO_DNA_REPAIR		34	0.4051313	1.7543474	0.009009009	0.05208796	0.955	481	tags=65%, list=38%, signal=101%	
GO_PROTEIN_FOLDING	GO_PROTEIN_FOLDING		27	0.4334819	1.7493175	0.016597511	0.0530097	0.963	346	tags=63%, list=27%, signal=85%	
GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR		17	0.50063366	1.7465069	0.012552301	0.053386565	0.966	326	tags=65%, list=26%, signal=86%	
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT		29	0.42098588	1.7263405	0.012526096	0.06082518	0.979	432	tags=59%, list=34%, signal=87%	
GO_MUSCLE_CELL_DIFFERENTIATION	GO_MUSCLE_CELL_DIFFERENTIATION		25	0.43734422	1.7200199	0.017021276	0.06316493	0.983	409	tags=64%, list=32%, signal=93%	
GO_CHROMATIN_REMODELING	GO_CHROMATIN_REMODELING		18	0.48363936	1.7161372	0.01871102	0.06401724	0.984	664	tags=100%, list=52%, signal=206%	
GO_CELL_DIVISION	GO_CELL_DIVISION		28	0.41782558	1.6872469	0.014634146	0.07783782	0.991	518	tags=75%, list=41%, signal=124%	
GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		15	0.50572777	1.6773671	0.020449897	0.08222009	0.993	437	tags=80%, list=34%, signal=120%	
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN		20	0.45843714	1.6566302	0.03318584	0.092962146	0.997	237	tags=55%, list=19%, signal=67%	
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION		17	0.4752791	1.6499163	0.03177966	0.09568108	0.997	674	tags=100%, list=53%, signal=210%	
GO_RNA_3_END_PROCESSING	GO_RNA_3_END_PROCESSING		16	0.48175165	1.6470294	0.02964427	0.09621592	0.997	449	tags=69%, list=35%, signal=105%	
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION	GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION		34	0.38078833	1.6294414	0.028077753	0.10685945	0.998	376	tags=56%, list=30%, signal=77%	
GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION		25	0.42359203	1.6280636	0.01814059	0.10647443	0.998	390	tags=56%, list=31%, signal=79%	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	GO_POSITIVE_REGULATION_OF_CELL_CYCLE		36	0.3675497	1.6256028	0.029106028	0.10691329	0.998	385	tags=50%, list=30%, signal=70%	
GO_OSSIFICATION	GO_OSSIFICATION		30	0.3808809	1.6187462	0.022522522	0.11015673	0.999	376	tags=53%, list=30%, signal=74%	
GO_DNA_REPLICATION	GO_DNA_REPLICATION		16	0.47330675	1.6151837	0.032323234	0.11130217	0.999	676	tags=100%, list=53%, signal=211%	
GO_ACTIVATION_OF_IMMUNE_RESPONSE	GO_ACTIVATION_OF_IMMUNE_RESPONSE		36	0.3666062	1.599578	0.03164557	0.12184503	1.0	217	tags=31%, list=17%, signal=36%	
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS		21	0.43480036	1.5943185	0.027722772	0.124874435	1.0	379	tags=62%, list=30%, signal=87%	
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		19	0.4302829	1.5838536	0.033970278	0.13199513	1.0	674	tags=95%, list=53%, signal=199%	
GO_MACROMOLECULAR_COMPLEX_ASSEMBLY	GO_MACROMOLECULAR_COMPLEX_ASSEMBLY		165	0.26183757	1.5593973	0.002624672	0.15127242	1.0	241	tags=31%, list=19%, signal=33%	
GO_REGULATION_OF_RNA_SPLICING	GO_REGULATION_OF_RNA_SPLICING		27	0.3913279	1.548989	0.04918033	0.15931213	1.0	674	tags=93%, list=53%, signal=193%	
GO_OSTEOBLAST_DIFFERENTIATION	GO_OSTEOBLAST_DIFFERENTIATION		23	0.39063656	1.5281565	0.051948052	0.17844248	1.0	488	tags=70%, list=38%, signal=111%	
GO_DNA_GEOMETRIC_CHANGE	GO_DNA_GEOMETRIC_CHANGE		16	0.43973175	1.5279998	0.05894737	0.17664547	1.0	587	tags=88%, list=46%, signal=161%	
GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY		36	0.34417823	1.5170916	0.042410713	0.18618527	1.0	131	tags=25%, list=10%, signal=27%	
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS		16	0.42705968	1.5073916	0.07628866	0.19491634	1.0	403	tags=69%, list=32%, signal=99%	
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION		36	0.34096393	1.4900576	0.048780486	0.21252011	1.0	175	tags=33%, list=14%, signal=38%	
GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE		31	0.35331413	1.4772698	0.06153846	0.22667204	1.0	92	tags=19%, list=7%, signal=20%	
GO_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GO_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION		18	0.40905437	1.4701347	0.06418219	0.23342344	1.0	291	tags=44%, list=23%, signal=57%	
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION		19	0.40316287	1.4616092	0.08456659	0.24261594	1.0	592	tags=84%, list=47%, signal=155%	
GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS		17	0.41509148	1.4585696	0.081677705	0.24429719	1.0	170	tags=35%, list=13%, signal=40%	
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE		50	0.3110503	1.4542841	0.043373495	0.24769631	1.0	217	tags=30%, list=17%, signal=35%	
GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC		21	0.38903767	1.4516569	0.076271184	0.24914251	1.0	664	tags=95%, list=52%, signal=196%	
GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION		84	0.26800835	1.4174085	0.056234717	0.29651725	1.0	306	tags=38%, list=24%, signal=47%	
GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM		18	0.40636426	1.4154624	0.07112971	0.2965442	1.0	125	tags=28%, list=10%, signal=30%	
GO_CELLULAR_COMPONENT_DISASSEMBLY	GO_CELLULAR_COMPONENT_DISASSEMBLY		61	0.27845556	1.3996199	0.05922551	0.31928977	1.0	436	tags=57%, list=34%, signal=83%	
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		66	0.27669966	1.3985547	0.05392157	0.31796673	1.0	415	tags=52%, list=33%, signal=73%	
GO_COVALENT_CHROMATIN_MODIFICATION	GO_COVALENT_CHROMATIN_MODIFICATION		18	0.38627288	1.3884932	0.13024282	0.33166328	1.0	786	tags=100%, list=62%, signal=258%	
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_REGULATION_OF_CHROMOSOME_ORGANIZATION		25	0.34791437	1.3852721	0.120430104	0.33418953	1.0	709	tags=92%, list=56%, signal=204%	
GO_IMMUNE_EFFECTOR_PROCESS	GO_IMMUNE_EFFECTOR_PROCESS		33	0.32823393	1.383389	0.08829569	0.33456808	1.0	217	tags=33%, list=17%, signal=39%	
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		15	0.41686335	1.3769555	0.13725491	0.3427372	1.0	522	tags=80%, list=41%, signal=134%	
GO_ADAPTIVE_IMMUNE_RESPONSE	GO_ADAPTIVE_IMMUNE_RESPONSE		17	0.38421604	1.3621557	0.13052632	0.36587304	1.0	224	tags=35%, list=18%, signal=42%	
GO_MITOTIC_CELL_CYCLE	GO_MITOTIC_CELL_CYCLE		72	0.26336756	1.3609905	0.062937066	0.36497816	1.0	686	tags=79%, list=54%, signal=162%	
GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		25	0.34430692	1.3591229	0.13272311	0.36492914	1.0	312	tags=44%, list=25%, signal=57%	
GO_REGULATION_OF_AUTOPHAGY	GO_REGULATION_OF_AUTOPHAGY		20	0.36516687	1.3580682	0.11875	0.36338183	1.0	376	tags=50%, list=30%, signal=70%	
GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION		27	0.33187762	1.3530018	0.12033195	0.36928812	1.0	370	tags=52%, list=29%, signal=72%	
GO_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		18	0.3731732	1.3429229	0.13983051	0.38498625	1.0	709	tags=94%, list=56%, signal=211%	
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION		18	0.3801571	1.3429027	0.13097712	0.38166624	1.0	409	tags=56%, list=32%, signal=81%	
GO_MUSCLE_STRUCTURE_DEVELOPMENT	GO_MUSCLE_STRUCTURE_DEVELOPMENT		40	0.307002	1.3347616	0.1416122	0.39394283	1.0	409	tags=55%, list=32%, signal=79%	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS		63	0.26851213	1.33399	0.09174312	0.39210707	1.0	377	tags=44%, list=30%, signal=60%	
GO_PROTEIN_IMPORT	GO_PROTEIN_IMPORT		23	0.3461298	1.329822	0.12989691	0.3968486	1.0	376	tags=52%, list=30%, signal=73%	
GO_CHROMOSOME_SEGREGATION	GO_CHROMOSOME_SEGREGATION		16	0.3814911	1.3213875	0.1474359	0.40939453	1.0	571	tags=81%, list=45%, signal=146%	
GO_CELL_ACTIVATION	GO_CELL_ACTIVATION		43	0.2837102	1.3175089	0.12	0.41400063	1.0	224	tags=33%, list=18%, signal=38%	
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION		33	0.30443013	1.3160167	0.121839084	0.41362277	1.0	92	tags=21%, list=7%, signal=22%	
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT		56	0.27832314	1.3141917	0.09237875	0.413717	1.0	376	tags=45%, list=30%, signal=61%	
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY		27	0.31998953	1.3076609	0.15401785	0.42341703	1.0	284	tags=41%, list=22%, signal=51%	
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE		42	0.29344118	1.3069491	0.14004377	0.42155015	1.0	92	tags=17%, list=7%, signal=17%	
GO_CELL_CYCLE	GO_CELL_CYCLE		100	0.23606041	1.2999228	0.084745765	0.43268594	1.0	686	tags=75%, list=54%, signal=150%	
GO_MITOCHONDRIAL_TRANSPORT	GO_MITOCHONDRIAL_TRANSPORT		26	0.32607844	1.2976664	0.14655173	0.4339897	1.0	370	tags=50%, list=29%, signal=69%	
GO_SECRETION_BY_CELL	GO_SECRETION_BY_CELL		30	0.30952865	1.2856882	0.15929204	0.45532706	1.0	164	tags=30%, list=13%, signal=34%	
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		128	0.22430438	1.2855171	0.0921659	0.4521529	1.0	352	tags=36%, list=28%, signal=45%	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS		27	0.32700768	1.2852536	0.17204301	0.4491221	1.0	541	tags=67%, list=43%, signal=114%	
