NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DARWICHE_PAPILLOMA_RISK_HIGH_UP	DARWICHE_PAPILLOMA_RISK_HIGH_UP	Details ...	17	0.49670666	2.0525842	0.0	0.046819642	0.188	116	tags=65%, list=28%, signal=86%	
REACTOME_RRNA_PROCESSING	REACTOME_RRNA_PROCESSING	Details ...	35	0.38602605	2.0487237	0.0043290043	0.044299267	0.193	250	tags=94%, list=60%, signal=215%	
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	Details ...	21	0.4556252	2.0418518	0.0034482758	0.045257986	0.212	45	tags=43%, list=11%, signal=46%	
REACTOME_TP53_REGULATES_METABOLIC_GENES	REACTOME_TP53_REGULATES_METABOLIC_GENES	Details ...	17	0.49831402	2.0308688	0.006116208	0.045702066	0.229	165	tags=82%, list=39%, signal=131%	
PECE_MAMMARY_STEM_CELL_UP	PECE_MAMMARY_STEM_CELL_UP	Details ...	33	0.37835255	2.0244904	0.0	0.045149658	0.239	243	tags=91%, list=58%, signal=200%	
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	WP_VEGFAVEGFR2_SIGNALING_PATHWAY	Details ...	34	0.38129428	2.024392	0.0	0.042465772	0.24	98	tags=50%, list=23%, signal=60%	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	32	0.37742877	2.015474	0.0048076925	0.043339584	0.262	250	tags=94%, list=60%, signal=215%	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	Details ...	34	0.38254172	1.9670938	0.0	0.056583613	0.336	250	tags=94%, list=60%, signal=215%	
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	Details ...	17	0.47403932	1.9666456	0.0031746032	0.05360553	0.336	97	tags=53%, list=23%, signal=66%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	Details ...	35	0.361292	1.9665012	0.0046948357	0.050925255	0.336	259	tags=94%, list=62%, signal=227%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_		32	0.37742868	1.9583848	0.012931035	0.0512641	0.347	250	tags=94%, list=60%, signal=215%	
DARWICHE_PAPILLOMA_RISK_LOW_UP	DARWICHE_PAPILLOMA_RISK_LOW_UP		17	0.47729477	1.9534444	0.002967359	0.050674234	0.354	116	tags=71%, list=28%, signal=94%	
WP_NRF2_PATHWAY	WP_NRF2_PATHWAY		16	0.4777705	1.9469676	0.0028409092	0.050933905	0.366	65	tags=50%, list=16%, signal=57%	
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP		45	0.3402091	1.9423364	0.006451613	0.05037833	0.377	184	tags=69%, list=44%, signal=110%	
WONG_EMBRYONIC_STEM_CELL_CORE	WONG_EMBRYONIC_STEM_CELL_CORE		35	0.3577023	1.9118966	0.0047393367	0.061384466	0.443	280	tags=100%, list=67%, signal=278%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION		32	0.37742868	1.9085096	0.0	0.06043588	0.452	250	tags=94%, list=60%, signal=215%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS		31	0.3744782	1.906339	0.013100437	0.05874887	0.455	250	tags=94%, list=60%, signal=215%	
DANG_BOUND_BY_MYC	DANG_BOUND_BY_MYC		62	0.29815742	1.8935542	0.007936508	0.06141285	0.48	261	tags=87%, list=62%, signal=197%	
PUJANA_ATM_PCC_NETWORK	PUJANA_ATM_PCC_NETWORK		60	0.30123717	1.8711369	0.008064516	0.06759891	0.53	275	tags=92%, list=66%, signal=229%	
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES		41	0.3270425	1.8709782	0.0	0.065416515	0.53	232	tags=85%, list=56%, signal=173%	
BENPORATH_MYC_MAX_TARGETS	BENPORATH_MYC_MAX_TARGETS		46	0.31289336	1.8658582	0.0	0.06568146	0.543	185	tags=67%, list=44%, signal=108%	
JOHNSTONE_PARVB_TARGETS_3_UP	JOHNSTONE_PARVB_TARGETS_3_UP		27	0.38607818	1.8652247	0.0121951215	0.063717015	0.543	44	tags=33%, list=11%, signal=35%	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		33	0.3451076	1.8636221	0.00877193	0.06225386	0.544	250	tags=91%, list=60%, signal=208%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION		34	0.3554626	1.8481276	0.018018018	0.066654935	0.583	165	tags=65%, list=39%, signal=98%	
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_SIGNALING_BY_ROBO_RECEPTORS		33	0.35118243	1.8292371	0.00862069	0.07381602	0.625	250	tags=91%, list=60%, signal=208%	
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		33	0.35118243	1.820203	0.00952381	0.0757597	0.651	250	tags=91%, list=60%, signal=208%	
MOOTHA_MITOCHONDRIA	MOOTHA_MITOCHONDRIA		36	0.34031412	1.8128669	0.004950495	0.07684433	0.666	287	tags=100%, list=69%, signal=292%	
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP		31	0.35334352	1.8058425	0.010416667	0.07787547	0.675	61	tags=39%, list=15%, signal=42%	
MUELLER_PLURINET	MUELLER_PLURINET		21	0.40393376	1.8051682	0.022364218	0.07631095	0.678	50	tags=38%, list=12%, signal=41%	
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION		34	0.34534734	1.7989033	0.0	0.078028604	0.693	250	tags=91%, list=60%, signal=208%	
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP		64	0.28034866	1.7961748	0.0	0.07721851	0.702	277	tags=89%, list=66%, signal=224%	
SWEET_LUNG_CANCER_KRAS_UP	SWEET_LUNG_CANCER_KRAS_UP		48	0.298733	1.7939181	0.0056497175	0.07615467	0.705	57	tags=27%, list=14%, signal=28%	
BORCZUK_MALIGNANT_MESOTHELIOMA_UP	BORCZUK_MALIGNANT_MESOTHELIOMA_UP		22	0.3959605	1.7893229	0.0068728523	0.07695046	0.719	200	tags=82%, list=48%, signal=149%	
MOOTHA_PGC	MOOTHA_PGC		37	0.34142154	1.7731352	0.0054945056	0.08409329	0.753	187	tags=73%, list=45%, signal=120%	
DANG_MYC_TARGETS_UP	DANG_MYC_TARGETS_UP		26	0.3681625	1.7640871	0.023622047	0.08680065	0.77	261	tags=96%, list=62%, signal=240%	
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP		26	0.36711618	1.7420585	0.011070111	0.09483758	0.802	65	tags=38%, list=16%, signal=43%	
MOOTHA_HUMAN_MITODB_6_2002	MOOTHA_HUMAN_MITODB_6_2002		33	0.33766234	1.7403333	0.012711864	0.09364816	0.804	287	tags=100%, list=69%, signal=294%	
CHICAS_RB1_TARGETS_CONFLUENT	CHICAS_RB1_TARGETS_CONFLUENT		32	0.33374867	1.7374524	0.028169014	0.09307107	0.81	82	tags=47%, list=20%, signal=54%	
GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS	GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS		27	0.34977448	1.7313869	0.010714286	0.09411562	0.82	163	tags=67%, list=39%, signal=102%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53		22	0.3820191	1.7249633	0.014035088	0.09521172	0.826	165	tags=68%, list=39%, signal=107%	
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM		36	0.31101915	1.7227547	0.008230452	0.094377294	0.831	81	tags=36%, list=19%, signal=41%	
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF		15	0.43369043	1.7118073	0.025352113	0.09773003	0.846	68	tags=47%, list=16%, signal=54%	
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		58	0.2749483	1.7010323	0.006993007	0.10189545	0.869	257	tags=83%, list=61%, signal=185%	
KARLSSON_TGFB1_TARGETS_UP	KARLSSON_TGFB1_TARGETS_UP		18	0.4159738	1.6924275	0.03809524	0.10507601	0.884	50	tags=39%, list=12%, signal=42%	
WEI_MYCN_TARGETS_WITH_E_BOX	WEI_MYCN_TARGETS_WITH_E_BOX		26	0.35439506	1.6687459	0.027131783	0.11773875	0.917	193	tags=73%, list=46%, signal=127%	
DELYS_THYROID_CANCER_UP	DELYS_THYROID_CANCER_UP		30	0.33062467	1.6587666	0.021929825	0.12281622	0.937	53	tags=40%, list=13%, signal=43%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN		28	0.33528468	1.6582108	0.05172414	0.121085465	0.939	147	tags=57%, list=35%, signal=82%	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP		28	0.32237512	1.651683	0.040816326	0.123336844	0.944	257	tags=89%, list=61%, signal=216%	
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA		21	0.37286678	1.6453781	0.04528302	0.12565702	0.948	187	tags=76%, list=45%, signal=131%	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S		17	0.394015	1.6448796	0.056782335	0.12393601	0.949	259	tags=100%, list=62%, signal=252%	
HOLLMANN_APOPTOSIS_VIA_CD40_DN	HOLLMANN_APOPTOSIS_VIA_CD40_DN		15	0.43249705	1.6446528	0.03631285	0.12221861	0.95	75	tags=47%, list=18%, signal=55%	
BRUINS_UVC_RESPONSE_LATE	BRUINS_UVC_RESPONSE_LATE		23	0.35323906	1.6313858	0.024054984	0.12946157	0.959	46	tags=30%, list=11%, signal=32%	
LI_INDUCED_T_TO_NATURAL_KILLER_UP	LI_INDUCED_T_TO_NATURAL_KILLER_UP		28	0.33453384	1.6296873	0.05755396	0.12865521	0.959	70	tags=36%, list=17%, signal=40%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		21	0.37286684	1.6272609	0.027777778	0.12843195	0.961	187	tags=76%, list=45%, signal=131%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B		27	0.3420404	1.6195709	0.033088237	0.13127223	0.967	40	tags=30%, list=10%, signal=31%	
GRADE_COLON_AND_RECTAL_CANCER_UP	GRADE_COLON_AND_RECTAL_CANCER_UP		24	0.34517768	1.6061654	0.04511278	0.13902959	0.969	281	tags=100%, list=67%, signal=288%	
GRUETZMANN_PANCREATIC_CANCER_UP	GRUETZMANN_PANCREATIC_CANCER_UP		29	0.3332373	1.5944445	0.052208837	0.146291	0.973	88	tags=59%, list=21%, signal=69%	
REACTOME_TRANSLATION	REACTOME_TRANSLATION		39	0.2803944	1.5921348	0.040816326	0.14602648	0.973	287	tags=95%, list=69%, signal=274%	
WONG_MITOCHONDRIA_GENE_MODULE	WONG_MITOCHONDRIA_GENE_MODULE		25	0.3336795	1.5883937	0.04453441	0.14707418	0.976	260	tags=92%, list=62%, signal=229%	
BERENJENO_TRANSFORMED_BY_RHOA_UP	BERENJENO_TRANSFORMED_BY_RHOA_UP		46	0.26967564	1.5877472	0.024242423	0.14536765	0.978	282	tags=91%, list=67%, signal=250%	
KRIEG_HYPOXIA_NOT_VIA_KDM3A	KRIEG_HYPOXIA_NOT_VIA_KDM3A		31	0.31159973	1.581797	0.03125	0.14787242	0.983	88	tags=39%, list=21%, signal=45%	
FISCHER_DREAM_TARGETS	FISCHER_DREAM_TARGETS		30	0.30927867	1.5716817	0.04263566	0.15326323	0.985	273	tags=97%, list=65%, signal=259%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13		26	0.33515006	1.5682838	0.062992126	0.15353763	0.986	115	tags=50%, list=28%, signal=65%	
GOLDRATH_ANTIGEN_RESPONSE	GOLDRATH_ANTIGEN_RESPONSE		37	0.2840573	1.5677584	0.05479452	0.15168983	0.987	83	tags=35%, list=20%, signal=40%	
PASINI_SUZ12_TARGETS_DN	PASINI_SUZ12_TARGETS_DN		33	0.29374373	1.5575056	0.04368932	0.15698631	0.992	66	tags=33%, list=16%, signal=36%	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1		20	0.33926195	1.554251	0.069078945	0.1573763	0.993	167	tags=65%, list=40%, signal=103%	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		40	0.27693292	1.5485516	0.036458332	0.15961415	0.994	256	tags=88%, list=61%, signal=204%	
ONKEN_UVEAL_MELANOMA_UP	ONKEN_UVEAL_MELANOMA_UP		37	0.27753314	1.5462608	0.050925925	0.15953167	0.994	92	tags=38%, list=22%, signal=44%	
DELACROIX_RARG_BOUND_MEF	DELACROIX_RARG_BOUND_MEF		18	0.36728233	1.5353491	0.053412464	0.16672003	0.994	65	tags=44%, list=16%, signal=50%	
GRYDER_PAX3FOXO1_TOP_ENHANCERS	GRYDER_PAX3FOXO1_TOP_ENHANCERS		15	0.39205948	1.5309217	0.07317073	0.16862945	0.995	259	tags=100%, list=62%, signal=253%	
REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_SIGNALING_BY_INTERLEUKINS		22	0.33228412	1.5151894	0.062295083	0.1801243	0.998	75	tags=36%, list=18%, signal=42%	
CUI_TCF21_TARGETS_2_UP	CUI_TCF21_TARGETS_2_UP		25	0.3168175	1.5132729	0.063432835	0.17956834	0.998	107	tags=44%, list=26%, signal=56%	
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3		29	0.2968008	1.5115981	0.076045625	0.1787484	0.998	49	tags=28%, list=12%, signal=29%	
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP		19	0.3511643	1.5111147	0.07213115	0.17706387	0.998	57	tags=42%, list=14%, signal=47%	
CAIRO_HEPATOBLASTOMA_CLASSES_UP	CAIRO_HEPATOBLASTOMA_CLASSES_UP		41	0.26789525	1.5097783	0.07954545	0.17593795	0.998	290	tags=93%, list=69%, signal=273%	
RICKMAN_METASTASIS_DN	RICKMAN_METASTASIS_DN		19	0.34507796	1.501667	0.05226481	0.18111084	0.999	70	tags=37%, list=17%, signal=42%	
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN		17	0.36648893	1.4919405	0.103896104	0.18735914	0.999	97	tags=47%, list=23%, signal=59%	
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN		15	0.37177968	1.4856813	0.08059701	0.19098546	0.999	154	tags=67%, list=37%, signal=102%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		22	0.33080807	1.4841788	0.07457627	0.18993439	0.999	286	tags=100%, list=68%, signal=300%	
TIEN_INTESTINE_PROBIOTICS_6HR_UP	TIEN_INTESTINE_PROBIOTICS_6HR_UP		20	0.33689946	1.4748429	0.087108016	0.19689567	0.999	250	tags=90%, list=60%, signal=213%	
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	DURCHDEWALD_SKIN_CARCINOGENESIS_DN		15	0.38391578	1.4744171	0.072222225	0.19532976	0.999	214	tags=87%, list=51%, signal=171%	
LEE_LIVER_CANCER_SURVIVAL_DN	LEE_LIVER_CANCER_SURVIVAL_DN		24	0.31172046	1.4726777	0.067669176	0.19462107	1.0	261	tags=92%, list=62%, signal=230%	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	MARTINEZ_RB1_AND_TP53_TARGETS_UP		35	0.27246568	1.4700875	0.040201005	0.19471854	1.0	86	tags=40%, list=21%, signal=46%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		23	0.30982205	1.4649159	0.09057971	0.19738239	1.0	187	tags=70%, list=45%, signal=119%	
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	TAKAO_RESPONSE_TO_UVB_RADIATION_UP		22	0.3274835	1.455241	0.06840391	0.20409754	1.0	176	tags=68%, list=42%, signal=112%	
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP		16	0.36474872	1.4388032	0.08055556	0.21758375	1.0	227	tags=88%, list=54%, signal=184%	
WP_NUCLEAR_RECEPTORS_METAPATHWAY	WP_NUCLEAR_RECEPTORS_METAPATHWAY		25	0.30547807	1.43801	0.09885932	0.21635821	1.0	90	tags=44%, list=22%, signal=53%	
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP		17	0.3542055	1.4370052	0.110032365	0.21514593	1.0	192	tags=76%, list=46%, signal=136%	
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN		49	0.2426437	1.4295455	0.07272727	0.22079022	1.0	155	tags=57%, list=37%, signal=80%	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP		17	0.35550117	1.4293035	0.078313254	0.21875882	1.0	72	tags=35%, list=17%, signal=41%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_		20	0.32914576	1.428475	0.098726116	0.21751808	1.0	286	tags=100%, list=68%, signal=302%	
REACTOME_MRNA_SPLICING	REACTOME_MRNA_SPLICING		15	0.3573201	1.4276028	0.112021856	0.2162427	1.0	273	tags=100%, list=65%, signal=278%	
ELVIDGE_HYPOXIA_UP	ELVIDGE_HYPOXIA_UP		18	0.34442455	1.4128222	0.116883114	0.22968887	1.0	66	tags=39%, list=16%, signal=44%	
ELVIDGE_HYPOXIA_BY_DMOG_UP	ELVIDGE_HYPOXIA_BY_DMOG_UP		15	0.36432362	1.4088138	0.12209302	0.23211774	1.0	66	tags=40%, list=16%, signal=46%	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA		15	0.3573201	1.40805	0.11953353	0.23072287	1.0	273	tags=100%, list=65%, signal=278%	
BENPORATH_SOX2_TARGETS	BENPORATH_SOX2_TARGETS		29	0.28016642	1.4056237	0.08571429	0.23141089	1.0	207	tags=72%, list=50%, signal=134%	
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP		18	0.32889286	1.402347	0.09187279	0.23233737	1.0	40	tags=28%, list=10%, signal=29%	
MARTINEZ_RB1_TARGETS_DN	MARTINEZ_RB1_TARGETS_DN		29	0.26861244	1.3952775	0.09836066	0.23852827	1.0	194	tags=66%, list=46%, signal=114%	
MARTINEZ_TP53_TARGETS_UP	MARTINEZ_TP53_TARGETS_UP		34	0.25292662	1.3929428	0.093333334	0.23889582	1.0	86	tags=38%, list=21%, signal=44%	
DAZARD_UV_RESPONSE_CLUSTER_G1	DAZARD_UV_RESPONSE_CLUSTER_G1		17	0.337911	1.3901348	0.096969694	0.2400354	1.0	184	tags=71%, list=44%, signal=121%	
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN		57	0.23472889	1.3893002	0.060344826	0.23852207	1.0	284	tags=88%, list=68%, signal=236%	
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	TARTE_PLASMA_CELL_VS_PLASMABLAST_DN		26	0.29104647	1.3874167	0.10526316	0.23855096	1.0	155	tags=58%, list=37%, signal=86%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		25	0.29646873	1.3848796	0.11740891	0.23916627	1.0	158	tags=60%, list=38%, signal=91%	
NELSON_RESPONSE_TO_ANDROGEN_UP	NELSON_RESPONSE_TO_ANDROGEN_UP		15	0.35792044	1.3807763	0.12054794	0.24108812	1.0	84	tags=53%, list=20%, signal=64%	
MOOTHA_VOXPHOS	MOOTHA_VOXPHOS		18	0.3350068	1.3798836	0.10963455	0.23973326	1.0	187	tags=72%, list=45%, signal=125%	
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP		15	0.35250255	1.3759471	0.12573099	0.24158873	1.0	84	tags=40%, list=20%, signal=48%	
VECCHI_GASTRIC_CANCER_EARLY_UP	VECCHI_GASTRIC_CANCER_EARLY_UP		30	0.27226478	1.3734738	0.12288135	0.24199139	1.0	73	tags=40%, list=17%, signal=45%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN		19	0.321862	1.3732724	0.11525424	0.24006662	1.0	164	tags=63%, list=39%, signal=99%	
BLALOCK_ALZHEIMERS_DISEASE_UP	BLALOCK_ALZHEIMERS_DISEASE_UP		51	0.2248608	1.3638142	0.11038961	0.24696909	1.0	139	tags=45%, list=33%, signal=59%	
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP		29	0.26977193	1.3592275	0.09465021	0.24953979	1.0	55	tags=31%, list=13%, signal=33%	
REACTOME_MEMBRANE_TRAFFICKING	REACTOME_MEMBRANE_TRAFFICKING		22	0.29972172	1.3566605	0.121527776	0.25028497	1.0	69	tags=36%, list=17%, signal=41%	
HELLER_HDAC_TARGETS_DN	HELLER_HDAC_TARGETS_DN		20	0.3158737	1.3483504	0.12232416	0.25736475	1.0	81	tags=40%, list=19%, signal=47%	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN		27	0.27946368	1.3402743	0.14229248	0.2633998	1.0	284	tags=96%, list=68%, signal=281%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		22	0.29620126	1.3313258	0.1533101	0.2710801	1.0	187	tags=68%, list=45%, signal=117%	
REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_DEVELOPMENTAL_BIOLOGY		58	0.21684092	1.3239126	0.12987013	0.27692297	1.0	232	tags=74%, list=56%, signal=143%	
ENK_UV_RESPONSE_KERATINOCYTE_DN	ENK_UV_RESPONSE_KERATINOCYTE_DN		19	0.3136843	1.3222519	0.13680781	0.27676573	1.0	212	tags=79%, list=51%, signal=153%	
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN		26	0.2764625	1.314324	0.15625	0.2839809	1.0	73	tags=35%, list=17%, signal=39%	
