NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KAYO_AGING_MUSCLE_DN	KAYO_AGING_MUSCLE_DN		15	-0.37061623	-1.0564297	0.42725882	1.0	1.0	5	tags=7%, list=1%, signal=7%	
BROWNE_HCMV_INFECTION_48HR_DN	BROWNE_HCMV_INFECTION_48HR_DN		22	-0.3289487	-1.0330341	0.4499314	1.0	1.0	68	tags=32%, list=16%, signal=36%	
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_ADAPTIVE_IMMUNE_SYSTEM		19	-0.3411711	-1.0305388	0.44364163	1.0	1.0	144	tags=68%, list=34%, signal=100%	
BENPORATH_CYCLING_GENES	BENPORATH_CYCLING_GENES		25	-0.32348344	-1.0191935	0.44892472	1.0	1.0	4	tags=4%, list=1%, signal=4%	
LANDIS_ERBB2_BREAST_TUMORS_324_DN	LANDIS_ERBB2_BREAST_TUMORS_324_DN		15	-0.3676921	-1.0175613	0.45285934	1.0	1.0	6	tags=7%, list=1%, signal=7%	
YAMAZAKI_TCEB3_TARGETS_UP	YAMAZAKI_TCEB3_TARGETS_UP		17	-0.34732732	-1.0128562	0.45904174	1.0	1.0	131	tags=71%, list=31%, signal=99%	
LIAO_METASTASIS	LIAO_METASTASIS		19	-0.33149236	-1.0090743	0.48016998	0.9941149	1.0	24	tags=16%, list=6%, signal=16%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A		18	-0.33916005	-0.9979494	0.48497853	0.99906266	1.0	37	tags=22%, list=9%, signal=23%	
DODD_NASOPHARYNGEAL_CARCINOMA_UP	DODD_NASOPHARYNGEAL_CARCINOMA_UP		47	-0.26405725	-0.97191113	0.48028675	1.0	1.0	58	tags=19%, list=14%, signal=20%	
PEREZ_TP53_TARGETS	PEREZ_TP53_TARGETS		17	-0.32296565	-0.9401092	0.5278196	1.0	1.0	85	tags=35%, list=20%, signal=43%	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1		17	-0.32421622	-0.9381902	0.530303	1.0	1.0	70	tags=24%, list=17%, signal=27%	
REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_INNATE_IMMUNE_SYSTEM		49	-0.2514223	-0.9286353	0.5580569	1.0	1.0	34	tags=14%, list=8%, signal=14%	
BENPORATH_ES_WITH_H3K27ME3	BENPORATH_ES_WITH_H3K27ME3		15	-0.31974778	-0.9173016	0.5477308	1.0	1.0	112	tags=60%, list=27%, signal=79%	
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	RODWELL_AGING_KIDNEY_NO_BLOOD_UP		18	-0.30536672	-0.90894014	0.58112097	1.0	1.0	87	tags=39%, list=21%, signal=47%	
IGLESIAS_E2F_TARGETS_UP	IGLESIAS_E2F_TARGETS_UP		28	-0.27255473	-0.8867185	0.5761317	1.0	1.0	12	tags=7%, list=3%, signal=7%	
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP		23	-0.28342652	-0.8843658	0.6237898	1.0	1.0	112	tags=48%, list=27%, signal=62%	
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	LINDGREN_BLADDER_CANCER_CLUSTER_3_DN		16	-0.30824745	-0.87969077	0.58153844	1.0	1.0	8	tags=6%, list=2%, signal=6%	
RODWELL_AGING_KIDNEY_UP	RODWELL_AGING_KIDNEY_UP		34	-0.25326133	-0.87272775	0.6097561	1.0	1.0	91	tags=32%, list=22%, signal=38%	
SCHLOSSER_SERUM_RESPONSE_DN	SCHLOSSER_SERUM_RESPONSE_DN		41	-0.24140857	-0.85472304	0.620776	1.0	1.0	18	tags=7%, list=4%, signal=7%	
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP		19	-0.28450042	-0.8512209	0.63432837	1.0	1.0	109	tags=42%, list=26%, signal=54%	
CUI_TCF21_TARGETS_2_DN	CUI_TCF21_TARGETS_2_DN		25	-0.2674704	-0.84142876	0.6218035	1.0	1.0	46	tags=20%, list=11%, signal=21%	
JAEGER_METASTASIS_DN	JAEGER_METASTASIS_DN		21	-0.27316692	-0.838497	0.62674093	1.0	1.0	43	tags=14%, list=10%, signal=15%	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN		28	-0.26211715	-0.8380804	0.62078273	1.0	1.0	112	tags=50%, list=27%, signal=64%	
HAMAI_APOPTOSIS_VIA_TRAIL_UP	HAMAI_APOPTOSIS_VIA_TRAIL_UP		17	-0.28462183	-0.83509433	0.6145675	1.0	1.0	24	tags=12%, list=6%, signal=12%	
REACTOME_METABOLISM_OF_LIPIDS	REACTOME_METABOLISM_OF_LIPIDS		23	-0.25852218	-0.8262709	0.65883976	1.0	1.0	15	tags=9%, list=4%, signal=9%	
ENK_UV_RESPONSE_EPIDERMIS_DN	ENK_UV_RESPONSE_EPIDERMIS_DN		26	-0.25031993	-0.8254288	0.63770056	1.0	1.0	22	tags=8%, list=5%, signal=8%	
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	TARTE_PLASMA_CELL_VS_PLASMABLAST_UP		27	-0.24417688	-0.80651665	0.6657895	1.0	1.0	82	tags=30%, list=20%, signal=34%	
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN		16	-0.28008726	-0.79906577	0.6453055	1.0	1.0	124	tags=56%, list=30%, signal=77%	
LI_AMPLIFIED_IN_LUNG_CANCER	LI_AMPLIFIED_IN_LUNG_CANCER		44	-0.20058899	-0.7522782	0.7279323	1.0	1.0	4	tags=2%, list=1%, signal=2%	
SMID_BREAST_CANCER_LUMINAL_B_DN	SMID_BREAST_CANCER_LUMINAL_B_DN		31	-0.22018875	-0.7406442	0.74002576	1.0	1.0	25	tags=10%, list=6%, signal=10%	
RAO_BOUND_BY_SALL4_ISOFORM_B	RAO_BOUND_BY_SALL4_ISOFORM_B		19	-0.23853438	-0.72840244	0.71575844	1.0	1.0	74	tags=26%, list=18%, signal=31%	
PATIL_LIVER_CANCER	PATIL_LIVER_CANCER		28	-0.2186018	-0.718871	0.7549148	1.0	1.0	32	tags=11%, list=8%, signal=11%	
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN		17	-0.24093892	-0.7081786	0.7218359	1.0	1.0	12	tags=6%, list=3%, signal=6%	
BENPORATH_EED_TARGETS	BENPORATH_EED_TARGETS		18	-0.24103105	-0.7010336	0.7654867	1.0	1.0	71	tags=33%, list=17%, signal=38%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP		17	-0.23704639	-0.69194597	0.7631976	1.0	1.0	24	tags=12%, list=6%, signal=12%	
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	LINDGREN_BLADDER_CANCER_CLUSTER_1_DN		19	-0.2274199	-0.6814806	0.773913	1.0	1.0	25	tags=11%, list=6%, signal=11%	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN		21	-0.21623664	-0.6798555	0.78038675	1.0	1.0	25	tags=10%, list=6%, signal=10%	
ZHENG_BOUND_BY_FOXP3	ZHENG_BOUND_BY_FOXP3		21	-0.22072734	-0.67020255	0.79202276	1.0	1.0	49	tags=14%, list=12%, signal=15%	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP		32	-0.19740379	-0.6587536	0.835958	1.0	1.0	91	tags=28%, list=22%, signal=33%	
NUYTTEN_EZH2_TARGETS_UP	NUYTTEN_EZH2_TARGETS_UP		37	-0.1842549	-0.6514833	0.82824427	1.0	1.0	131	tags=46%, list=31%, signal=61%	
SWEET_LUNG_CANCER_KRAS_DN	SWEET_LUNG_CANCER_KRAS_DN		22	-0.20421748	-0.64867765	0.8169399	1.0	1.0	49	tags=23%, list=12%, signal=24%	
DAZARD_RESPONSE_TO_UV_NHEK_UP	DAZARD_RESPONSE_TO_UV_NHEK_UP		25	-0.20011751	-0.6482438	0.80842394	1.0	1.0	24	tags=8%, list=6%, signal=8%	
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP		51	-0.17157798	-0.63750297	0.8431138	1.0	1.0	11	tags=4%, list=3%, signal=4%	
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP		20	-0.21352434	-0.62659657	0.8276878	1.0	1.0	109	tags=35%, list=26%, signal=45%	
BERENJENO_TRANSFORMED_BY_RHOA_DN	BERENJENO_TRANSFORMED_BY_RHOA_DN		17	-0.21585359	-0.62056476	0.83074534	1.0	1.0	111	tags=47%, list=27%, signal=61%	
TIEN_INTESTINE_PROBIOTICS_24HR_DN	TIEN_INTESTINE_PROBIOTICS_24HR_DN		32	-0.18132082	-0.6165149	0.8702983	1.0	1.0	8	tags=3%, list=2%, signal=3%	
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP		30	-0.17964682	-0.60669506	0.85883904	1.0	1.0	63	tags=17%, list=15%, signal=18%	
LEE_BMP2_TARGETS_DN	LEE_BMP2_TARGETS_DN		35	-0.17548098	-0.6057639	0.86895674	1.0	1.0	7	tags=3%, list=2%, signal=3%	
GRUETZMANN_PANCREATIC_CANCER_DN	GRUETZMANN_PANCREATIC_CANCER_DN		16	-0.20528461	-0.5994473	0.85670733	1.0	1.0	152	tags=56%, list=36%, signal=85%	
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP		19	-0.19396263	-0.5853877	0.86853766	1.0	1.0	74	tags=26%, list=18%, signal=31%	
ACEVEDO_LIVER_CANCER_UP	ACEVEDO_LIVER_CANCER_UP		29	-0.17462447	-0.5847077	0.8720317	1.0	1.0	91	tags=28%, list=22%, signal=33%	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN		23	-0.18351202	-0.58235925	0.874818	1.0	1.0	152	tags=57%, list=36%, signal=84%	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN		34	-0.17161646	-0.58122844	0.87690353	1.0	1.0	139	tags=47%, list=33%, signal=65%	
MITSIADES_RESPONSE_TO_APLIDIN_UP	MITSIADES_RESPONSE_TO_APLIDIN_UP		16	-0.20237309	-0.57891613	0.8409786	1.0	1.0	292	tags=94%, list=70%, signal=299%	
YAGI_AML_WITH_T_8_21_TRANSLOCATION	YAGI_AML_WITH_T_8_21_TRANSLOCATION		16	-0.19818884	-0.5772218	0.8717156	1.0	1.0	93	tags=31%, list=22%, signal=39%	
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		41	-0.1581172	-0.5760379	0.90482235	0.9958917	1.0	128	tags=41%, list=31%, signal=54%	
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	FARMER_BREAST_CANCER_APOCRINE_VS_BASAL		23	-0.17437726	-0.5523199	0.877292	1.0	1.0	104	tags=35%, list=25%, signal=44%	
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN		30	-0.1642992	-0.5492416	0.9051948	1.0	1.0	9	tags=3%, list=2%, signal=3%	
ENK_UV_RESPONSE_EPIDERMIS_UP	ENK_UV_RESPONSE_EPIDERMIS_UP		18	-0.17809072	-0.5269638	0.90593344	1.0	1.0	92	tags=28%, list=22%, signal=34%	
NUYTTEN_NIPP1_TARGETS_DN	NUYTTEN_NIPP1_TARGETS_DN		46	-0.14227307	-0.52595365	0.92625	1.0	1.0	39	tags=9%, list=9%, signal=9%	
MILI_PSEUDOPODIA_CHEMOTAXIS_DN	MILI_PSEUDOPODIA_CHEMOTAXIS_DN		25	-0.15547675	-0.5124319	0.9300699	1.0	1.0	226	tags=72%, list=54%, signal=147%	
GEORGES_TARGETS_OF_MIR192_AND_MIR215	GEORGES_TARGETS_OF_MIR192_AND_MIR215		16	-0.17910448	-0.5107025	0.9110787	0.99354833	1.0	347	tags=100%, list=83%, signal=566%	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN		16	-0.17868014	-0.50668365	0.92987806	0.9873572	1.0	66	tags=19%, list=16%, signal=21%	
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN		21	-0.16340043	-0.50103	0.9203911	0.9822175	1.0	331	tags=95%, list=79%, signal=435%	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP		47	-0.13582979	-0.49731728	0.9415274	0.9761192	1.0	18	tags=4%, list=4%, signal=4%	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS		43	-0.1395279	-0.4945636	0.95679015	0.96936685	1.0	7	tags=2%, list=2%, signal=2%	
LU_EZH2_TARGETS_UP	LU_EZH2_TARGETS_UP		16	-0.15920398	-0.45873362	0.96301776	0.98117197	1.0	355	tags=100%, list=85%, signal=638%	
TIEN_INTESTINE_PROBIOTICS_24HR_UP	TIEN_INTESTINE_PROBIOTICS_24HR_UP		26	-0.12912598	-0.40869877	0.97680765	0.9936486	1.0	279	tags=81%, list=67%, signal=228%	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN		17	-0.122454576	-0.3543535	0.98219585	0.99966645	1.0	49	tags=18%, list=12%, signal=19%	
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP		26	-0.1028801	-0.3223798	0.997426	0.99601126	1.0	137	tags=42%, list=33%, signal=59%	
